,type,zola,water,price,heat,sera
3284,мазут,0.061,0.231,1228.0,40171.664,1.061
3285,мазут,0.022,0.222,1214.0,40552.608,1.409
3286,мазут,0.028,0.255,1179.0,40388.501,2.501
3287,мазут,0.073,0.327,1277.0,40570.863,2.036
3288,мазут,0.068,0.203,1240.0,40875.537,0.689
3289,мазут,0.07,0.041,1268.0,39922.257,3.574
3290,мазут,0.043,0.365,1373.0,40446.882,3.377
3291,мазут,0.04,0.083,1263.0,40160.747,3.228
3292,мазут,0.053,0.187,1494.0,40430.258,3.269
3293,мазут,0.083,0.24,1274.0,39789.835,0.818
3294,мазут,0.068,0.113,1225.0,39651.16,2.74
3295,мазут,0.048,0.221,1237.0,40125.639,1.29
3296,мазут,0.079,0.272,1115.0,40346.778,0.638
3297,мазут,0.043,0.054,1440.0,39785.636,2.255
3298,мазут,0.036,0.122,1249.0,39488.634,1.785
3299,мазут,0.047,0.118,1366.0,40265.148,2.602
3300,мазут,0.052,0.196,1250.0,40164.997,1.214
3301,мазут,0.045,0.063,1367.0,40502.414,1.357
3302,мазут,0.057,0.016,1119.0,39273.391,1.506
3303,мазут,0.057,0.073,1351.0,40263.924,3.813
3304,мазут,0.089,0.034,1054.0,39046.829,3.214
3305,мазут,0.031,0.118,1102.0,40668.249,2.725
3306,мазут,0.042,0.068,1362.0,40330.376,0.577
3307,мазут,0.051,0.249,1162.0,40168.774,1.797
3308,мазут,0.074,0.135,1415.0,40185.041,2.336
3309,мазут,0.083,0.317,1174.0,39120.414,2.183
3310,мазут,0.025,0.217,1339.0,40112.763,1.438
3311,мазут,0.053,0.097,1206.0,40042.752,3.764
3312,мазут,0.024,0.326,1148.0,40855.619,2.082
3313,мазут,0.064,0.15,1230.0,40232.108,2.86
3314,мазут,0.047,0.304,1017.0,39457.671,2.278
3315,мазут,0.02,0.1,1111.0,40439.929,2.748
3316,мазут,0.02,0.12,1323.0,39764.084,1.784
3317,мазут,0.032,0.12,1244.0,39983.005,1.274
3318,мазут,0.035,0.158,1251.0,39662.988,0.729
3319,мазут,0.07,0.065,1305.0,40518.691,2.384
3320,мазут,0.023,0.13,1437.0,40674.962,2.675
3321,мазут,0.022,0.14,1407.0,39840.069,0.579
3322,мазут,0.089,0.065,1470.0,39451.935,1.919
3323,мазут,0.058,0.2,1339.0,40091.705,1.617
3324,мазут,0.031,0.331,1267.0,40259.552,0.705
3325,мазут,0.035,0.216,1414.0,40823.958,0.441
3326,мазут,0.092,0.128,1160.0,39791.707,3.287
3327,мазут,0.048,0.151,1385.0,39628.517,1.854
3328,мазут,0.032,0.042,1434.0,39820.403,3.18
3329,мазут,0.063,0.161,1243.0,39988.337,2.158
3330,мазут,0.092,0.145,1441.0,40072.781,2.708
3331,мазут,0.04,0.074,1218.0,40616.4,1.547
3332,мазут,0.044,0.241,1140.0,39485.796,1.234
3333,мазут,0.095,0.002,1339.0,40153.696,1.615
3334,мазут,0.027,0.139,1344.0,40968.101,1.265
3335,мазут,0.056,0.374,1247.0,39368.951,2.165
3336,мазут,0.066,0.24,1401.0,40346.235,2.619
3337,мазут,0.072,0.151,1171.0,39918.285,3.402
3338,мазут,0.027,0.363,1324.0,40193.197,2.625
3339,мазут,0.052,0.26,1280.0,40029.375,1.604
3340,мазут,0.064,0.406,1254.0,39594.842,1.385
3341,мазут,0.044,0.164,1280.0,40338.662,2.105
3342,мазут,0.058,0.152,1177.0,39363.904,2.503
3343,мазут,0.064,0.105,1395.0,39763.174,1.056
3344,мазут,0.045,0.1,1320.0,39475.375,0.528
3345,мазут,0.09,0.308,1187.0,40405.981,3.548
3346,мазут,0.072,0.285,1455.0,40075.117,2.103
3347,мазут,0.03,0.35,1191.0,40641.962,1.875
3348,мазут,0.029,0.199,1419.0,40123.193,1.71
3349,мазут,0.044,0.087,1335.0,40544.722,1.333
3350,мазут,0.058,0.089,1262.0,39685.5,1.256
3351,мазут,0.026,0.416,1320.0,40282.007,2.282
3352,мазут,0.054,0.495,1292.0,39685.831,0.883
3353,мазут,0.062,0.116,1275.0,39306.9,1.363
3354,мазут,0.026,0.268,1084.0,39119.308,3.05
3355,мазут,0.064,0.076,1312.0,40039.581,3.706
3356,мазут,0.035,0.1,1315.0,39702.64,1.985
3357,мазут,0.058,0.149,1470.0,40249.199,1.713
3358,мазут,0.027,0.256,1371.0,40038.609,0.629
3359,мазут,0.022,0.062,1279.0,40086.434,1.565
3360,мазут,0.031,0.177,1271.0,40223.368,0.596
3361,мазут,0.03,0.335,1349.0,39900.082,2.033
3362,мазут,0.042,0.327,1308.0,39523.223,1.653
3363,мазут,0.051,0.147,1414.0,39768.485,2.392
3364,мазут,0.05,0.146,1169.0,39248.517,2.985
3365,мазут,0.034,0.092,1232.0,40249.997,1.169
3366,мазут,0.051,0.262,1119.0,39535.399,2.476
3367,мазут,0.041,0.258,1099.0,40407.521,0.821
3368,мазут,0.026,0.319,1413.0,39646.823,1.388
3369,мазут,0.073,0.158,1253.0,39812.757,1.216
3370,мазут,0.059,0.379,1265.0,40959.5,0.555
3371,мазут,0.025,0.209,1453.0,40151.315,2.553
3372,мазут,0.052,0.085,1190.0,39724.183,1.28
3373,мазут,0.079,0.163,1043.0,40029.436,1.527
3374,мазут,0.041,0.129,1418.0,39994.154,1.859
3375,мазут,0.048,0.045,1269.0,40758.629,1.782
3376,мазут,0.053,0.245,1342.0,39391.096,1.089
3377,мазут,0.083,0.289,1233.0,39525.509,1.197
3378,мазут,0.073,0.019,1250.0,39444.061,0.727
3379,мазут,0.063,0.102,1180.0,39806.096,1.606
3380,мазут,0.04,0.472,1391.0,39685.856,2.426
3381,мазут,0.058,0.23,1176.0,39164.527,0.448
3382,мазут,0.04,0.244,1357.0,39923.912,1.098
3383,мазут,0.066,0.092,1393.0,39721.516,2.191
3384,мазут,0.077,0.381,1242.0,39723.563,0.885
3385,мазут,0.088,0.389,1285.0,39508.671,2.449
3386,мазут,0.03,0.065,1477.0,39871.134,1.177
3387,мазут,0.065,0.114,1159.0,40491.792,3.198
3388,мазут,0.06,0.114,1391.0,40345.459,2.066
3389,мазут,0.073,0.183,1216.0,40753.886,2.994
3390,мазут,0.046,0.072,1467.0,40075.91,0.929
3391,мазут,0.044,0.036,1166.0,39682.757,2.757
3392,мазут,0.04,0.264,1349.0,40719.517,2.455
3393,мазут,0.054,0.375,1298.0,39644.539,1.432
3394,мазут,0.027,0.272,1030.0,40408.162,2.608
3395,мазут,0.052,0.321,1201.0,40634.502,2.758
3396,мазут,0.043,0.313,1259.0,40474.146,2.007
3397,мазут,0.074,0.278,1310.0,40309.168,1.289
3398,мазут,0.037,0.485,1171.0,39072.949,2.899
3399,мазут,0.047,0.249,1274.0,40284.859,2.418
3400,мазут,0.023,0.416,1108.0,39786.492,2.661
3401,мазут,0.05,0.163,1125.0,40042.687,2.707
3402,мазут,0.035,0.11,1194.0,39685.88,2.523
3403,мазут,0.066,0.206,1328.0,39574.77,0.722
3404,мазут,0.075,0.197,1312.0,40167.056,0.926
3405,мазут,0.077,0.209,1146.0,39919.537,2.689
3406,мазут,0.049,0.147,1455.0,39330.438,2.188
3407,мазут,0.068,0.342,1243.0,40176.501,1.378
3408,мазут,0.022,0.16,1328.0,39527.12,2.778
3409,мазут,0.068,0.278,1240.0,39291.333,1.87
3410,мазут,0.029,0.458,1325.0,39350.879,1.665
3411,мазут,0.034,0.477,1315.0,39899.17,0.844
3412,мазут,0.048,0.203,1341.0,40209.056,2.263
3413,мазут,0.02,0.2,1193.0,40445.028,1.655
3414,мазут,0.022,0.103,1348.0,39791.561,1.078
3415,мазут,0.053,0.018,1297.0,40045.969,3.647
3416,мазут,0.056,0.229,1276.0,40988.273,3.429
3417,мазут,0.086,0.31,1370.0,39674.806,1.704
3418,мазут,0.044,0.091,1058.0,40091.031,2.192
3419,мазут,0.09,0.046,1204.0,40371.782,1.534
3420,мазут,0.061,0.168,1228.0,39499.694,1.279
3421,мазут,0.062,0.182,1170.0,40107.105,2.124
3422,мазут,0.045,0.187,1413.0,40417.779,2.48
3423,мазут,0.082,0.337,1251.0,39353.918,1.008
3424,мазут,0.077,0.108,1363.0,40262.269,1.072
3425,мазут,0.024,0.236,1177.0,39739.27,1.233
3426,мазут,0.083,0.188,1195.0,40574.685,2.596
3427,мазут,0.043,0.222,1340.0,40012.158,1.932
3428,мазут,0.055,0.166,1138.0,40597.255,1.25
3429,мазут,0.03,0.077,1207.0,40181.251,1.455
3430,мазут,0.053,0.245,1024.0,39052.219,2.351
3431,мазут,0.035,0.082,1400.0,40036.624,1.582
3432,мазут,0.05,0.446,1078.0,39503.337,0.644
3433,мазут,0.051,0.215,1346.0,39851.697,2.486
3434,мазут,0.02,0.077,1112.0,40682.158,1.414
3435,мазут,0.051,0.242,1349.0,40237.662,3.166
3436,мазут,0.042,0.146,1264.0,39585.207,0.954
3437,мазут,0.045,0.065,1058.0,39209.623,3.29
3438,мазут,0.032,0.269,1319.0,39701.769,3.076
3439,мазут,0.058,0.14,1274.0,40329.277,1.496
3440,мазут,0.073,0.086,1339.0,40454.891,2.6
3441,мазут,0.054,0.256,1036.0,39668.001,1.711
3442,мазут,0.049,0.19,1216.0,40791.431,2.611
3443,мазут,0.095,0.28,1369.0,40021.771,3.44
3444,мазут,0.042,0.43,1470.0,39989.552,2.108
3445,мазут,0.091,0.149,1420.0,40169.438,1.08
3446,мазут,0.039,0.254,1435.0,39493.158,3.115
3447,мазут,0.075,0.289,1154.0,39657.811,3.049
3448,мазут,0.028,0.16,1281.0,39738.037,3.055
3449,мазут,0.04,0.019,1258.0,40108.878,1.486
3450,мазут,0.031,0.173,1356.0,40566.594,2.675
3451,мазут,0.038,0.377,1243.0,39297.975,3.443
3452,мазут,0.044,0.208,1184.0,39126.667,1.752
3453,мазут,0.027,0.194,1175.0,39739.101,2.891
3454,мазут,0.066,0.384,1440.0,40600.87,1.819
3455,мазут,0.044,0.123,1297.0,40380.797,3.409
3456,мазут,0.025,0.33,1330.0,39332.169,1.157
3457,мазут,0.036,0.142,1277.0,40016.699,0.995
3458,мазут,0.024,0.238,1020.0,39618.176,2.317
3459,мазут,0.034,0.249,1234.0,40009.644,1.811
3460,мазут,0.025,0.121,1206.0,39642.407,2.633
3461,мазут,0.059,0.093,1103.0,39837.913,0.603
3462,мазут,0.041,0.054,1356.0,39945.026,2.86
3463,мазут,0.034,0.285,1235.0,39749.949,3.773
3464,мазут,0.049,0.098,1194.0,40377.013,2.11
3465,мазут,0.058,0.02,1344.0,40017.193,1.392
3466,мазут,0.063,0.233,1191.0,39366.524,1.456
3467,мазут,0.072,0.002,1446.0,39909.708,1.877
3468,мазут,0.082,0.202,1130.0,40332.121,1.899
3469,мазут,0.053,0.29,1363.0,40209.333,1.803
3470,мазут,0.031,0.266,1085.0,39852.041,1.358
3471,мазут,0.077,0.12,1130.0,39686.635,1.817
3472,мазут,0.061,0.029,1251.0,40486.272,1.8
3473,мазут,0.059,0.253,1296.0,39718.812,1.616
3474,мазут,0.049,0.068,1459.0,39710.884,1.801
3475,мазут,0.037,0.001,1379.0,40344.978,0.73
3476,мазут,0.078,0.447,1433.0,40157.473,2.379
3477,мазут,0.065,0.11,1234.0,39547.667,1.942
3478,мазут,0.046,0.11,1267.0,40034.967,0.614
3479,мазут,0.056,0.255,1134.0,40213.322,1.173
3480,мазут,0.043,0.066,1149.0,40611.069,2.857
3481,мазут,0.031,0.423,1171.0,40062.516,2.742
3482,мазут,0.065,0.204,1246.0,39414.039,2.284
3483,мазут,0.076,0.03,1246.0,39164.522,0.72
3484,мазут,0.07,0.457,1076.0,39314.081,2.766
3485,мазут,0.054,0.311,1145.0,39536.517,2.348
3486,мазут,0.05,0.102,1225.0,40212.906,2.51
3487,мазут,0.07,0.109,1385.0,39552.104,3.133
3488,мазут,0.052,0.295,1272.0,39211.634,3.668
3489,мазут,0.044,0.11,1228.0,40221.491,1.765
3490,мазут,0.047,0.077,1028.0,40288.527,0.879
3491,мазут,0.051,0.25,1437.0,40569.858,1.006
3492,мазут,0.05,0.23,1272.0,40166.406,2.582
3493,мазут,0.051,0.252,1200.0,40162.339,1.695
3494,мазут,0.061,0.241,1356.0,39505.59,3.506
3495,мазут,0.046,0.218,1454.0,40273.601,1.444
3496,мазут,0.064,0.314,1302.0,39572.463,1.659
3497,мазут,0.025,0.193,1498.0,39598.357,2.148
3498,мазут,0.059,0.173,1339.0,40735.955,2.312
3499,мазут,0.074,0.176,1095.0,39434.41,2.689
3500,мазут,0.056,0.146,1077.0,39834.88,0.632
3501,мазут,0.038,0.403,1247.0,39388.554,2.448
3502,мазут,0.039,0.233,1046.0,40005.933,0.966
3503,мазут,0.036,0.036,1270.0,40356.298,3.553
3504,мазут,0.02,0.143,1357.0,40297.527,2.835
3505,мазут,0.05,0.181,1266.0,40297.832,2.549
3506,мазут,0.056,0.158,1387.0,40155.019,1.148
3507,мазут,0.053,0.271,1357.0,40300.171,0.664
3508,мазут,0.077,0.075,1065.0,39606.355,1.223
3509,мазут,0.058,0.096,1224.0,40353.282,2.996
3510,мазут,0.074,0.225,1300.0,39985.745,0.944
3511,мазут,0.062,0.248,1051.0,39987.878,1.989
3512,мазут,0.044,0.039,1111.0,39252.863,1.817
3513,мазут,0.059,0.082,1245.0,40141.191,1.267
3514,мазут,0.039,0.031,1071.0,39861.281,0.282
3515,мазут,0.044,0.343,1185.0,39283.524,2.009
3516,мазут,0.05,0.151,1016.0,39747.831,2.781
3517,мазут,0.031,0.131,1059.0,39258.718,0.393
3518,мазут,0.032,0.325,1387.0,39802.26,1.932
3519,мазут,0.028,0.221,1465.0,40484.428,2.241
3520,мазут,0.071,0.424,1395.0,40006.546,1.891
3521,мазут,0.054,0.06,1387.0,39553.727,3.35
3522,мазут,0.028,0.086,1320.0,39862.04,3.216
3523,мазут,0.063,0.243,1413.0,40631.226,2.016
3524,мазут,0.092,0.003,1294.0,40262.277,1.351
3525,мазут,0.064,0.122,1119.0,40179.174,1.0
3526,мазут,0.059,0.311,1442.0,39777.692,0.545
3527,мазут,0.068,0.377,1468.0,40279.341,1.973
3528,мазут,0.059,0.224,1328.0,39824.893,0.608
3529,мазут,0.093,0.017,1296.0,39190.589,1.982
3530,мазут,0.021,0.166,1485.0,39197.282,1.558
3531,мазут,0.053,0.05,1171.0,39987.306,2.922
3532,мазут,0.043,0.091,1273.0,40604.229,2.983
3533,мазут,0.056,0.194,1178.0,39654.905,2.521
3534,мазут,0.04,0.168,1103.0,39441.706,1.995
3535,мазут,0.087,0.235,1326.0,40633.743,1.732
3536,мазут,0.032,0.084,1176.0,39378.677,1.43
3537,мазут,0.03,0.228,1291.0,39501.384,1.226
3538,мазут,0.039,0.447,1140.0,39691.551,1.424
3539,мазут,0.047,0.058,1282.0,39859.007,1.098
3540,мазут,0.052,0.134,1223.0,40262.088,2.534
3541,мазут,0.024,0.081,1272.0,39584.53,2.279
3542,мазут,0.023,0.048,1365.0,40056.63,0.536
3543,мазут,0.055,0.248,1337.0,39842.606,3.469
3544,мазут,0.033,0.292,1378.0,40462.253,2.379
3545,мазут,0.063,0.328,1216.0,39924.244,1.67
3546,мазут,0.063,0.312,1451.0,39813.103,0.8
3547,мазут,0.037,0.326,1143.0,40376.212,0.758
3548,мазут,0.061,0.196,1012.0,39886.21,2.439
3549,мазут,0.06,0.049,1304.0,40521.285,0.972
3550,мазут,0.048,0.092,1290.0,40111.697,0.62
3551,мазут,0.022,0.117,1000.0,39353.332,1.891
3552,мазут,0.025,0.096,1074.0,39366.082,2.313
3553,мазут,0.036,0.101,1480.0,39522.33,1.758
3554,мазут,0.076,0.254,1345.0,40347.176,2.996
3555,мазут,0.085,0.204,1307.0,40230.742,0.963
3556,мазут,0.079,0.231,1089.0,39322.354,0.698
3557,мазут,0.042,0.069,1208.0,40361.842,0.914
3558,мазут,0.027,0.054,1225.0,39283.939,1.147
3559,мазут,0.023,0.368,1363.0,40578.613,1.766
3560,мазут,0.058,0.389,1293.0,39738.924,2.401
3561,мазут,0.026,0.015,1327.0,39592.512,1.21
3562,мазут,0.062,0.102,1424.0,39433.929,1.618
3563,мазут,0.051,0.057,1165.0,39682.411,2.744
3564,мазут,0.044,0.423,1223.0,39371.804,2.95
3565,мазут,0.044,0.076,1176.0,39442.046,1.669
3566,мазут,0.05,0.316,1267.0,39452.76,0.976
3567,мазут,0.065,0.1,1120.0,40442.105,1.504
3568,мазут,0.104,0.127,1197.0,39656.437,1.55
3569,мазут,0.028,0.221,1048.0,39072.867,1.871
3570,мазут,0.038,0.279,1303.0,39616.644,2.593
3571,мазут,0.079,0.035,1267.0,40309.908,3.213
3572,мазут,0.037,0.375,1175.0,40022.338,1.146
3573,мазут,0.036,0.145,1314.0,40388.042,1.704
3574,мазут,0.097,0.232,1265.0,40134.721,2.761
3575,мазут,0.105,0.266,1272.0,40243.368,0.775
3576,мазут,0.066,0.23,1338.0,40213.916,2.475
3577,мазут,0.087,0.042,1213.0,39773.354,1.007
3578,мазут,0.068,0.352,1225.0,40146.465,3.114
3579,мазут,0.049,0.297,1056.0,39969.452,1.777
3580,мазут,0.05,0.415,1391.0,39440.776,0.745
3581,мазут,0.032,0.026,1366.0,39400.034,1.803
3582,мазут,0.052,0.007,1129.0,40093.955,1.046
3583,мазут,0.052,0.128,1413.0,39203.483,2.448
3584,мазут,0.037,0.181,1175.0,40062.712,2.061
3585,мазут,0.05,0.072,1115.0,39719.973,3.565
3586,мазут,0.023,0.377,1373.0,39877.339,2.631
3587,мазут,0.05,0.269,1296.0,40697.807,2.008
3588,мазут,0.042,0.304,1293.0,39235.931,1.121
3589,мазут,0.036,0.157,1318.0,39085.087,2.877
3590,мазут,0.026,0.25,1049.0,39825.233,3.845
3591,мазут,0.049,0.129,1232.0,39806.547,2.829
3592,мазут,0.027,0.19,1465.0,40488.546,2.579
3593,мазут,0.034,0.139,1063.0,39496.131,2.115
3594,мазут,0.077,0.285,1323.0,39817.112,2.862
3595,мазут,0.078,0.226,1172.0,39934.057,2.592
3596,мазут,0.043,0.34,1182.0,40494.67,0.755
3597,мазут,0.078,0.083,1302.0,39612.509,1.124
3598,мазут,0.059,0.343,1039.0,39105.797,2.535
3599,мазут,0.054,0.203,1167.0,39806.536,1.133
3600,мазут,0.068,0.156,1381.0,40683.796,1.92
3601,мазут,0.053,0.031,1231.0,40165.222,0.705
3602,мазут,0.032,0.008,1362.0,39888.359,2.767
3603,мазут,0.054,0.046,1424.0,40764.635,2.037
3604,мазут,0.056,0.287,1296.0,39068.788,0.572
3605,мазут,0.025,0.125,1279.0,39322.871,1.749
3606,мазут,0.032,0.334,1280.0,40519.922,0.81
3607,мазут,0.056,0.076,1330.0,39783.156,2.254
3608,мазут,0.029,0.211,1144.0,40266.333,1.756
3609,мазут,0.038,0.186,1420.0,40184.834,1.844
3610,мазут,0.049,0.186,1285.0,40532.747,0.981
3611,мазут,0.083,0.183,1237.0,40647.288,1.976
3612,мазут,0.038,0.022,1299.0,40115.207,1.953
3613,мазут,0.084,0.135,1300.0,39914.957,0.867
3614,мазут,0.066,0.412,1320.0,39878.7,1.84
3615,мазут,0.036,0.38,1365.0,39571.675,2.151
3616,мазут,0.1,0.253,1017.0,39756.233,2.171
3617,мазут,0.031,0.223,1248.0,39861.488,0.671
3618,мазут,0.022,0.262,1139.0,39503.986,1.754
3619,мазут,0.074,0.016,1146.0,40353.542,2.383
3620,мазут,0.035,0.123,1208.0,40957.304,0.672
3621,мазут,0.06,0.159,1271.0,39928.053,3.013
3622,мазут,0.04,0.053,1356.0,39855.444,1.521
3623,мазут,0.074,0.469,1367.0,39504.684,0.886
3624,мазут,0.062,0.331,1081.0,40345.598,0.901
3625,мазут,0.041,0.001,1250.0,40321.552,2.624
3626,мазут,0.08,0.045,1182.0,39460.906,2.061
3627,мазут,0.066,0.248,1364.0,39856.937,3.483
3628,мазут,0.08,0.046,1123.0,40240.742,1.946
3629,мазут,0.063,0.2,1219.0,39581.916,0.711
3630,мазут,0.069,0.172,1269.0,39517.158,2.622
3631,мазут,0.043,0.136,1300.0,40004.983,0.988
3632,мазут,0.032,0.35,1345.0,39728.386,1.112
3633,мазут,0.035,0.324,1235.0,39452.567,1.612
3634,мазут,0.036,0.231,1257.0,40339.4,1.192
3635,мазут,0.032,0.194,1126.0,39738.334,2.737
3636,мазут,0.034,0.332,1321.0,39636.481,0.264
3637,мазут,0.051,0.152,1138.0,40516.383,2.21
3638,мазут,0.059,0.193,1297.0,39923.432,0.514
3639,мазут,0.047,0.354,1289.0,39690.559,2.862
3640,мазут,0.056,0.24,1286.0,40196.15,1.954
3641,мазут,0.061,0.408,1286.0,39340.263,2.557
3642,мазут,0.033,0.287,1304.0,40456.137,1.194
3643,мазут,0.077,0.043,1162.0,39379.007,3.692
3644,мазут,0.075,0.059,1270.0,39775.646,1.533
3645,мазут,0.082,0.166,1338.0,40167.809,1.265
3646,мазут,0.022,0.123,1428.0,39422.969,1.736
3647,мазут,0.058,0.332,1007.0,40276.433,3.276
3648,мазут,0.049,0.096,1292.0,39636.062,2.547
3649,мазут,0.047,0.138,1164.0,40402.708,1.402
3650,мазут,0.034,0.209,1395.0,40731.597,1.27
3651,мазут,0.067,0.289,1256.0,39467.21,0.607
3652,мазут,0.043,0.069,1089.0,40424.487,1.23
3653,мазут,0.062,0.326,1024.0,40774.682,0.446
3654,мазут,0.038,0.231,1256.0,40246.323,3.157
3655,мазут,0.067,0.211,1234.0,40038.328,2.658
3656,мазут,0.022,0.158,1365.0,40155.898,2.089
3657,мазут,0.02,0.25,1163.0,39944.365,3.111
3658,мазут,0.053,0.313,1164.0,39750.514,1.354
3659,мазут,0.042,0.226,1344.0,39381.786,1.772
3660,мазут,0.047,0.273,1142.0,40287.282,1.116
3661,мазут,0.046,0.318,1296.0,39615.667,2.151
3662,мазут,0.048,0.355,1352.0,40407.818,0.388
3663,мазут,0.057,0.214,1272.0,40571.903,2.258
3664,мазут,0.065,0.14,1403.0,39389.187,1.782
3665,мазут,0.034,0.306,1240.0,40373.409,2.357
3666,мазут,0.08,0.096,1284.0,39992.748,0.511
3667,мазут,0.059,0.126,1223.0,39636.628,1.733
3668,мазут,0.064,0.354,1391.0,39481.273,0.632
3669,мазут,0.097,0.1,1396.0,40491.747,0.887
3670,мазут,0.056,0.269,1256.0,40233.092,0.334
3671,мазут,0.028,0.066,1418.0,39174.139,3.098
3672,мазут,0.022,0.266,1130.0,39590.14,1.063
3673,мазут,0.068,0.269,1149.0,39495.095,0.782
3674,мазут,0.064,0.141,1031.0,39067.747,3.298
3675,мазут,0.029,0.191,1346.0,39782.092,1.449
3676,мазут,0.028,0.196,1222.0,39663.935,1.149
3677,мазут,0.047,0.448,1433.0,39201.568,2.156
3678,мазут,0.047,0.025,1374.0,39108.055,1.201
3679,мазут,0.07,0.254,1487.0,40018.211,3.066
3680,мазут,0.045,0.018,1393.0,40107.538,2.435
3681,мазут,0.052,0.275,1395.0,39283.823,1.775
3682,мазут,0.069,0.296,1041.0,39772.558,1.714
3683,мазут,0.087,0.347,1036.0,39103.455,2.269
3684,мазут,0.036,0.351,1215.0,39717.392,2.406
3685,мазут,0.042,0.082,1258.0,39857.868,2.321
3686,мазут,0.039,0.126,1450.0,39760.912,0.88
3687,мазут,0.075,0.02,1342.0,39072.123,1.796
3688,мазут,0.084,0.129,1066.0,39982.078,3.465
3689,мазут,0.068,0.174,1182.0,39551.811,1.875
3690,мазут,0.084,0.012,1430.0,39345.519,2.252
3691,мазут,0.05,0.26,1327.0,40931.872,2.892
3692,мазут,0.029,0.273,1459.0,40248.417,1.064
3693,мазут,0.021,0.374,1435.0,39688.729,2.027
3694,мазут,0.049,0.236,1298.0,40937.392,2.968
3695,мазут,0.075,0.102,1179.0,40458.339,1.605
3696,мазут,0.024,0.099,1290.0,39600.881,1.577
3697,мазут,0.031,0.27,1080.0,39503.6,1.395
3698,мазут,0.043,0.128,1447.0,40412.973,2.521
3699,мазут,0.04,0.271,1420.0,39315.594,1.555
3700,мазут,0.033,0.011,1106.0,39350.744,0.699
3701,мазут,0.023,0.174,1425.0,39689.958,2.209
3702,мазут,0.082,0.107,1029.0,39403.812,0.446
3703,мазут,0.081,0.074,1212.0,40231.195,2.531
3704,мазут,0.056,0.014,1421.0,39273.489,0.395
3705,мазут,0.042,0.041,1107.0,39035.989,1.814
3706,мазут,0.075,0.166,1471.0,39745.561,2.081
3707,мазут,0.029,0.223,1245.0,39407.535,1.298
3708,мазут,0.027,0.316,1472.0,39659.072,2.728
3709,мазут,0.045,0.236,1205.0,39604.409,2.019
3710,мазут,0.059,0.14,1361.0,39656.546,0.769
3711,мазут,0.043,0.346,1132.0,40775.557,1.829
3712,мазут,0.023,0.179,1065.0,39535.2,1.941
3713,мазут,0.082,0.086,1279.0,39984.758,0.96
3714,мазут,0.054,0.219,1222.0,40197.721,2.055
3715,мазут,0.023,0.269,1401.0,40437.636,0.767
3716,мазут,0.092,0.082,1177.0,40161.061,2.464
3717,мазут,0.064,0.021,1253.0,39940.822,0.816
3718,мазут,0.042,0.084,1298.0,39912.991,2.351
3719,мазут,0.034,0.236,1314.0,40725.392,2.998
3720,мазут,0.039,0.234,1081.0,39289.001,1.458
3721,мазут,0.055,0.048,1197.0,39466.982,3.17
3722,мазут,0.051,0.264,1176.0,40270.713,1.796
3723,мазут,0.071,0.163,1412.0,40263.998,2.311
3724,мазут,0.066,0.339,1422.0,39847.696,3.592
3725,мазут,0.054,0.127,1307.0,40132.992,2.444
3726,мазут,0.053,0.19,1155.0,39824.445,2.832
3727,мазут,0.057,0.168,1272.0,39453.605,3.206
3728,мазут,0.054,0.157,1063.0,39699.143,2.204
3729,мазут,0.07,0.093,1245.0,40261.76,0.808
3730,мазут,0.044,0.037,1079.0,40106.455,0.808
3731,мазут,0.094,0.287,1305.0,40775.821,0.533
3732,мазут,0.077,0.264,1026.0,40136.791,1.925
3733,мазут,0.067,0.306,1278.0,40437.136,2.038
3734,мазут,0.052,0.225,1120.0,39563.516,2.0
3735,мазут,0.03,0.214,1241.0,40428.111,3.411
3736,мазут,0.022,0.048,1325.0,40078.749,0.997
3737,мазут,0.031,0.153,1197.0,39559.509,1.988
3738,мазут,0.044,0.326,1319.0,39638.212,2.306
3739,мазут,0.064,0.304,1238.0,39630.477,3.144
3740,мазут,0.068,0.154,1168.0,39218.343,1.127
3741,мазут,0.1,0.281,1451.0,39317.617,3.606
3742,мазут,0.042,0.091,1194.0,39778.92,1.592
3743,мазут,0.056,0.045,1233.0,39525.337,1.935
3744,мазут,0.054,0.27,1172.0,39926.788,2.111
3745,мазут,0.053,0.097,1434.0,39696.352,1.677
3746,мазут,0.041,0.1,1104.0,39622.663,2.12
3747,мазут,0.043,0.092,1208.0,39756.048,2.123
3748,мазут,0.042,0.081,1198.0,40178.313,2.725
3749,мазут,0.051,0.244,1416.0,39431.599,0.987
3750,мазут,0.031,0.258,1204.0,39965.196,1.988
3751,мазут,0.041,0.128,1195.0,40247.316,2.334
3752,мазут,0.029,0.145,1173.0,39553.977,1.169
3753,мазут,0.058,0.191,1076.0,40301.371,0.932
3754,мазут,0.047,0.249,1249.0,39969.009,2.427
3755,мазут,0.055,0.107,1138.0,40226.852,1.099
3756,мазут,0.081,0.159,1112.0,39608.385,1.644
3757,мазут,0.038,0.07,1274.0,40282.312,0.808
3758,мазут,0.048,0.206,1450.0,40047.069,1.143
3759,мазут,0.025,0.084,1213.0,39167.907,3.136
3760,мазут,0.035,0.243,1153.0,39720.143,2.583
3761,мазут,0.04,0.13,1271.0,39842.698,2.136
3762,мазут,0.039,0.066,1243.0,39412.827,1.424
3763,мазут,0.072,0.283,1271.0,39540.626,1.055
3764,мазут,0.031,0.14,1217.0,39987.654,1.366
3765,мазут,0.029,0.147,1230.0,40383.092,2.01
